ID da música,Duração (em minutos),Estimativa de popularidade nos EUA,Dançabilidade,Energia,Instrumentalidade,Ano de Lançamento,Escala musical,Música foi pulada no início,Música não foi pulada,Escutada em qual hora do dia
t_787c5517-bb26-44b3-af7f-584c7628b581,4.705489095052084,99.97928416396412,0.471282035112381,0.3521134257316589,2.7525115001481023e-05,2016,Maior,Falso,Falso,14
t_74f51aff-a563-4265-b8db-0b3c03a06a0e,3.4306666056315107,99.87111308068816,0.7408644556999207,0.7164265513420105,9.804100642440972e-09,2014,Menor,Falso,Verdadeiro,11
t_c257481d-b995-4f26-ac35-9f8850371735,10.351778157552083,99.92417006819996,0.300273448228836,0.3525533974170684,0.4782655835151672,1971,Menor,Falso,Falso,17
t_a036b331-200e-4257-8f79-5c208c15833d,6.261777750651041,99.91160707167232,0.7614391446113586,0.4037510752677917,0.0010473660659044,1989,Maior,Falso,Falso,15
t_8dcdc1bb-d700-4f01-aa44-27cf91450f61,3.3062502543131504,99.95918433454324,0.6956208944320678,0.7091060280799865,2.96156464152722e-14,2017,Menor,Verdadeiro,Falso,13
t_2f198161-5da4-4101-aa12-1f46fb8cbb6d,3.884656778971354,99.72804192550672,0.1608460247516632,0.4817743301391601,0.4085614681243896,2017,Menor,Falso,Verdadeiro,12
t_f64a7d0a-fee4-4944-ad42-8dc8f1546a96,3.209111277262369,98.67286441162032,0.5890971422195433,0.5779923796653746,7.838888996047899e-05,2018,Maior,Falso,Verdadeiro,17
t_cbeed6a2-5008-4363-b79e-d464782ca988,3.7915555318196614,99.8934581979278,0.8876426815986633,0.5693356394767761,6.801439303671941e-05,2017,Menor,Verdadeiro,Falso,9
t_f6e9656e-f319-42ca-b2e2-ac93e997c48f,3.9810256958007812,99.99234093080725,0.4479047954082489,0.775555908679962,5.6748049814814294e-08,2015,Maior,Falso,Verdadeiro,17
t_b534bf87-f8a1-4fef-af84-c07c030bb015,3.226222229003907,92.1328894504396,0.7567160129547119,0.3924018442630767,1.5726689525763504e-05,2018,Maior,Verdadeiro,Falso,12
t_4fb2f17d-3d51-4a68-b118-45e759135db8,3.1143786112467446,98.97902774115826,0.7746285796165466,0.6696573495864868,3.130190634692553e-06,2016,Maior,Verdadeiro,Falso,23
t_9880bd23-3b65-455f-a88b-44c89da51f38,3.7357777913411456,99.98486521606384,0.564412236213684,0.7382962703704834,6.164455612633901e-07,2012,Maior,Falso,Verdadeiro,15
t_57ec6f87-65ad-4666-9dca-2ab5dfba5afc,3.427555592854817,99.9937772073274,0.4864872097969055,0.9398180842399596,5.107831518857964e-11,2015,Menor,Verdadeiro,Falso,13
t_f704e588-db9f-4e01-b684-8ed5947c31a9,4.802222188313801,99.99753114842272,0.7319779396057128,0.659124732017517,9.113423904416608e-11,2009,Maior,Falso,Verdadeiro,17
t_1dd4a960-8ff8-41a3-b314-6da62c27199e,3.3094187418619794,99.8479155260961,0.659681499004364,0.7559146881103515,0.6972469091415405,2017,Menor,Falso,Falso,12
t_32a942fc-bfb1-49fe-bb94-68bc9438166e,3.999999237060547,99.83426044473394,0.5560171008110046,0.8472575545310974,1.509766534013579e-08,2018,Menor,Verdadeiro,Falso,7
t_b8a40843-c3f2-40b7-bd5d-dd56c1de32f4,4.625111389160156,99.33833330194328,0.445306122303009,0.9606619477272031,0.0025553689338266,2018,Maior,Falso,Verdadeiro,14
t_38d70266-04aa-4edc-9504-d64e6b46975e,3.427777862548828,92.84737992201548,0.5301578640937805,0.3007256984710693,3.652564473100029e-08,2015,Maior,Falso,Verdadeiro,17
t_f7df5839-3b8f-42e8-a6e5-dea82d6e3286,3.61000010172526,98.38328018440052,0.5125997066497802,0.9249566197395324,2.082360737176714e-07,2004,Maior,Verdadeiro,Falso,13
t_232333dd-6894-48d4-ae74-3362b1847faa,3.8151308695475263,99.33838959497598,0.5890489816665649,0.7649000287055969,1.2679753893986986e-13,2018,Menor,Falso,Verdadeiro,10
t_50086289-3354-483f-bf60-d955c306bb7b,4.432666524251301,99.96498412528436,0.6074956655502319,0.9363297820091248,0.0418148934841156,2001,Maior,Falso,Falso,7
t_c0d2979f-8dd2-48a8-8dce-0b210fff044e,2.9191352844238283,96.68145012846632,0.447653204202652,0.3874492943286895,9.792022304111473e-09,2001,Maior,Falso,Falso,12
t_c917f686-4de5-4995-89b0-4881e2f12da1,2.272381083170573,99.97147390776922,0.3873606920242309,0.7063046097755432,0.0040419278666377,2018,Maior,Falso,Verdadeiro,17
t_978f5121-782b-4a2a-82e2-1d765f1b61f8,3.917777760823568,99.38473162787211,0.6873648166656494,0.6216967701911926,2.472630633576501e-08,2009,Maior,Falso,Verdadeiro,16
t_c8a3fc1b-c4a5-4d55-b138-e73db4ac882b,2.988666788736979,99.9144313735418,0.7790812849998474,0.859539270401001,2.51504470583086e-08,2012,Menor,Verdadeiro,Verdadeiro,9
t_a65088d8-3bad-40ad-ada7-93a53fc7d9bb,3.5993334452311196,99.80651119635448,0.8264686465263366,0.5223321318626403,0.0047456175088882,2003,Maior,Verdadeiro,Falso,23
t_19a18abc-e5ac-4930-901e-78c1fae7f1ad,3.580595652262369,99.25627092723649,0.3714639544486999,0.5819467902183532,2.520085035939701e-05,2017,Maior,Verdadeiro,Falso,22
t_3bd6af90-b461-43fd-be67-5096b4b55de8,3.1919774373372403,98.76932815246572,0.4053468704223632,0.5223615169525146,1.380870435241377e-05,2018,Maior,Falso,Verdadeiro,11
t_486bb587-c27e-4649-8c8f-d0c6c6a0699a,4.4808705647786455,99.42795502675632,0.9499979615211486,0.5948019623756408,1.3300142931438328e-10,2012,Maior,Falso,Falso,6
t_73984dd7-6f60-451e-9705-9bf04b28f3cd,2.421555582682292,99.86739291541248,0.5143338441848754,0.5642383098602294,3.8238168187376687e-10,2009,Maior,Falso,Falso,20
t_7eded363-ed90-4093-908c-61e2a44a043e,3.9142222086588543,91.57862985878636,0.4184674024581909,0.9751898050308228,1.4464933428826043e-06,2016,Maior,Verdadeiro,Falso,14
t_0de9ee60-1f19-47f2-ad8c-f6e1bf658ae2,3.3148887634277346,99.77416682813384,0.3911164999008178,0.9449307918548584,3.3234616694244323e-06,2014,Menor,Verdadeiro,Falso,22
t_0419f6f2-a037-4c80-9be9-c2392e6fbcfa,3.3148887634277346,99.91526290205348,0.8136301636695861,0.4205449819564819,7.242267088258814e-07,2017,Maior,Falso,Verdadeiro,17
t_ca94974a-d7c0-4399-965b-540782f17ebf,3.1802220662434886,98.30686641343272,0.703414499759674,0.5119780898094177,8.785156637713954e-07,2003,Maior,Verdadeiro,Falso,9
t_9147ea21-edd5-444e-85ae-8fdcf14633a3,1.6660256703694665,99.06733542575073,0.6911059617996215,0.7977455854415894,1.557045408162594e-07,2017,Maior,Falso,Verdadeiro,23
t_2a0f8d63-d48e-44f6-b36d-47ac3dba07c0,3.0,99.96525915695844,0.863060474395752,0.5078725814819335,1.8750804883893576e-05,2017,Menor,Falso,Verdadeiro,0
t_6d75eb21-cce3-4e37-b70a-0347d33423cd,2.745469411214193,97.03606889218544,0.6681718230247496,0.5011266469955444,5.842456630489323e-06,2015,Maior,Falso,Verdadeiro,18
t_b8d4ec48-7afb-495b-8790-fa0103347e04,3.1011110941569013,99.98859020645662,0.6569754481315612,0.959984302520752,0.0009967966470867,2001,Menor,Verdadeiro,Falso,9
t_4f6d6ef4-e25a-4e3b-a6a2-c8bfce9119cd,5.322888692220052,99.9827389477999,0.8275424838066101,0.6862330436706543,5.7305011430530675e-12,1994,Menor,Verdadeiro,Falso,16
t_5ec88e3b-5c4b-46f5-84e5-143302572bd6,3.494495900472005,99.65957994750175,0.6877893209457397,0.6453778147697448,0.9015287160873412,2014,Menor,Falso,Falso,12
t_5a4a1ae1-507c-4848-9350-f9232a69010d,4.15738779703776,99.7461731071552,0.4301902651786804,0.2204053848981857,0.0079786740243434,2014,Maior,Verdadeiro,Falso,5
t_601c65c5-df5f-4480-a14a-0b98aa02c0c1,3.341111246744792,99.97745061947025,0.5880541205406189,0.8128193020820617,8.418950869781838e-08,2002,Maior,Verdadeiro,Verdadeiro,16
t_8835bd95-2b67-455c-9b0b-caf4116834ac,3.9706120808919265,99.50724295913687,0.7131414413452148,0.3650359213352203,1.2149416761531027e-05,2007,Maior,Falso,Falso,23
t_a1aa39ba-0f0f-459e-90ff-6ca038f94c7b,5.936000061035156,99.94254411407528,0.3083548247814178,0.747121751308441,8.266022632597014e-05,1993,Maior,Falso,Falso,16
t_a5d8591b-f7a7-4e7e-852e-3d81444b1cc9,3.1453333536783856,99.93067432603608,0.7157397270202636,0.8713623881340026,6.324641162791521e-06,1995,Menor,Verdadeiro,Falso,7
t_cc499923-645d-4788-a5e8-bdc676d255de,2.9448707580566404,99.11378039447808,0.7209768295288085,0.5807875394821167,1.73315690688014e-08,2018,Maior,Falso,Verdadeiro,8
t_a716a512-a649-4948-a43d-c5c84280d6b4,3.495111083984375,99.67510074080504,0.672584593296051,0.6437667608261108,6.466068791510793e-10,2017,Maior,Verdadeiro,Falso,22
t_1b054cd5-8b3e-4c9a-9644-0d23197b0d80,2.877990976969401,99.85046479629152,0.7181514501571655,0.8463815450668335,0.0434071719646453,2015,Maior,Falso,Verdadeiro,14
t_9143d5a8-2654-454e-952b-6016a662e3fa,2.9935480753580728,99.61972769709048,0.727368175983429,0.6564688682556152,5.117364865192542e-10,2016,Maior,Falso,Falso,8
t_0c95ae9a-3110-4b93-872a-2ef86834a72f,3.349015808105468,99.9526736432177,0.7312265038490295,0.663776159286499,1.3244028984615852e-08,2016,Maior,Verdadeiro,Falso,14
t_96fa3890-3720-4110-a471-6b3fcacb0a42,4.401102193196615,99.99343462401409,0.5038980841636657,0.6548614501953125,0.0019337310222908,2017,Menor,Verdadeiro,Falso,15
t_8f902f0a-3c04-4f70-8293-cefde896d27d,3.6473332722981775,99.98647841354396,0.5928064584732055,0.6385406255722045,1.1271630029341396e-07,2011,Maior,Verdadeiro,Falso,22
t_dec69bd9-2418-4b66-90ae-6c8cf555e9b3,3.9595525105794267,97.6290741740642,0.3633613884449005,0.058904506266117,9.11216648091795e-06,2014,Maior,Falso,Verdadeiro,1
t_3a61b0c8-bc2c-497a-af34-7f612c7133d2,3.502666727701822,99.74001625774952,0.5237752199172973,0.3290905952453613,7.469926011083315e-09,2015,Maior,Falso,Verdadeiro,18
t_dd22c255-7b0f-469d-8810-e3b47b738617,3.4738502502441406,94.5344113438374,0.8968268632888793,0.7030062079429626,0.0004931464791297,2015,Menor,Falso,Falso,1
t_d208f84d-5dfe-48e9-8586-3a353d8a26d3,4.403111267089844,99.92940210349693,0.7324094772338867,0.5172059535980223,1.9109462456867732e-08,2011,Maior,Falso,Verdadeiro,17
t_2455830c-314e-4aeb-8f96-3d774583d569,3.530399831136068,99.90968506669849,0.7878135442733764,0.3622522056102752,1.4729162955973154e-07,2016,Maior,Verdadeiro,Falso,12
t_a8f498a3-2b38-4cf9-bf73-73033838af41,5.016666666666667,95.6385396705928,0.5555176734924316,0.662735104560852,3.323426820203701e-12,2007,Maior,Verdadeiro,Falso,8
t_18a2e459-cb9b-40bd-9526-469c1b164c15,4.339867655436198,99.82388161787529,0.4899072051048278,0.610150396823883,2.3565951707410493e-12,2015,Maior,Falso,Falso,14
t_d631db8a-7992-49a9-9c6b-ff1648f1708a,3.5625813802083335,98.37189290807024,0.6956310272216796,0.7120638489723204,0.0004366963403299,2015,Menor,Verdadeiro,Falso,23
t_36e55e0d-53cb-4b6b-a2ed-a2dac57312ae,4.158888753255209,96.77224274835967,0.6234861016273499,0.5010703206062316,0.7910401225090026,1994,Maior,Falso,Falso,14
t_c89c2527-f1e2-459b-8c77-c8f9e8153d5f,4.172888946533202,99.76463722188286,0.4264827370643615,0.8273078203201293,2.531477631684265e-12,2011,Maior,Verdadeiro,Falso,16
t_6e242939-eb87-4657-85c4-b902e502506e,4.068666585286459,99.9786182978058,0.510438561439514,0.4195409715175628,1.5183127644036176e-08,2012,Maior,Verdadeiro,Falso,20
t_8f7e1be1-03ba-4511-95a7-5dbbc198dc76,3.5648887634277346,99.86900450452022,0.4977571666240692,0.9426791071891784,4.283930081783184e-07,1994,Maior,Falso,Verdadeiro,16
t_49d24e4d-f31c-48cc-b5c6-de21740cf8d9,3.4424446105957025,99.93077565349496,0.3920567333698272,0.7552077770233154,5.6339906073787915e-09,2015,Maior,Falso,Verdadeiro,15
t_69dcf722-9638-475a-a3e0-c89987d98acd,3.673659769694011,99.93174389365753,0.3882939517498016,0.1434438228607177,1.2737814358843025e-06,2011,Maior,Falso,Verdadeiro,23
t_4fca99f5-aaab-4864-8032-f8374c15ed67,3.7808217366536456,99.94066553515526,0.688721776008606,0.935077965259552,0.0002992282388731,2015,Maior,Verdadeiro,Falso,6
t_40d14d46-810b-4e58-8b5e-5be8641bf9e2,4.773777770996094,99.97271235448876,0.4862410724163055,0.8657824993133544,1.3093708730593787e-06,2017,Menor,Falso,Verdadeiro,12
t_40ed5230-9f94-4acd-b9ac-50bbfe476ef3,2.8251111348470053,99.8670085144177,0.5450865030288696,0.8527189493179321,2.7582046868701585e-08,1963,Menor,Falso,Verdadeiro,17
t_ba54b6b5-a0fe-4c5c-a464-144c182fb67b,3.2230748494466144,99.95376894479692,0.7135687470436096,0.6589234471321106,2.8173996122204947e-11,2015,Menor,Verdadeiro,Falso,17
t_9b351ef5-b9e8-4094-9789-b1b1d12864c5,3.815384674072267,99.64665828393711,0.4907999038696289,0.5354188084602356,2.4942393793025985e-05,2018,Menor,Verdadeiro,Falso,9
t_dd5f38e7-9848-403a-8004-8751b73a2992,3.225555419921875,99.7838974809302,0.6854761838912963,0.7054346203804016,0.0026582730934023,2015,Menor,Falso,Falso,18
t_1d7dd348-79bb-4c48-8dd6-1a517a96fda2,4.394444274902344,99.9896356484926,0.6491532325744628,0.3571410775184631,1.1599982485677176e-07,1999,Maior,Verdadeiro,Falso,1
t_b6f57213-cbca-4217-b057-f39b22970373,3.2134966532389333,99.39965249828398,0.687570571899414,0.6736702919006347,2.136059384927336e-11,2015,Maior,Verdadeiro,Falso,12
t_25ad9a2b-cb38-4ae7-a8e5-2ff9e0838f55,3.0788675944010415,99.9998134288059,0.7530690431594848,0.6574497818946838,1.7052215195434424e-09,2018,Maior,Falso,Falso,15
t_1d7a64d7-b555-4335-ae1e-b96c7197a3d1,3.3547566731770835,99.36453368773712,0.8197078704833984,0.4205670654773712,8.243138394092851e-10,2016,Maior,Falso,Verdadeiro,17
t_d02f7bef-2743-4d94-95ba-fb7c7fa48bfe,3.866993204752604,99.63765944056595,0.6802059412002563,0.5616275668144226,7.988737709546668e-13,2018,Menor,Falso,Falso,20
t_7c28e605-a175-4c28-ad32-a80f16c91eec,3.368101247151693,99.71496264145053,0.60402911901474,0.9554775953292846,1.4881409906436498e-12,2015,Maior,Falso,Verdadeiro,20
t_b78b281a-9ce2-42f3-98b1-7d59d9d3f0c4,3.285333251953125,98.18080540436272,0.5996716022491455,0.5158202052116394,2.1686471427528886e-06,1965,Menor,Falso,Falso,8
t_6ddd8117-81c2-4018-be76-f117e01b80db,4.33876698811849,97.19121249032384,0.2744056582450866,0.8742710947990417,6.896689885849128e-10,2013,Maior,Falso,Verdadeiro,20
t_c4c4f719-a6a4-4f2c-be71-daf5e1149744,4.469328816731771,99.94779223309588,0.1402862519025802,0.4466060698032379,0.9679030776023864,2017,Maior,Falso,Verdadeiro,22
t_a792c34e-5b9a-4b7f-b242-69d2bb77c178,2.767333221435547,99.77488898732484,0.6861903071403503,0.523347496986389,0.793947160243988,1985,Maior,Verdadeiro,Falso,22
t_605ad758-c5fd-4fb6-8295-55e53421fc7a,3.286666615804036,99.9888202037045,0.419735699892044,0.9831997752189636,1.5692395299859996e-11,2010,Maior,Falso,Verdadeiro,3
t_873edb80-46a0-428d-a68d-c81d2007ffa4,3.506067911783854,99.85151988856168,0.756251335144043,0.809601604938507,5.831969360770018e-07,2016,Maior,Verdadeiro,Verdadeiro,22
t_d7e24ae1-870b-48aa-a5f9-0b86556a7a96,3.8042221069335933,99.96680641117167,0.6179823279380798,0.3074407279491424,7.40625949458007e-10,2012,Maior,Falso,Verdadeiro,11
t_ba3e62ae-764f-4149-8003-00d1451d82b7,4.074666595458984,99.9145182256494,0.4453762769699096,0.262846976518631,1.4858179611110245e-06,2017,Maior,Verdadeiro,Falso,18
t_6bf42621-3394-42b4-9b6d-92f826e942ce,3.55955556233724,99.78000682818404,0.4442225694656372,0.6109654307365417,1.3513003978005145e-05,2005,Maior,Falso,Falso,4
t_baa33b35-e25d-4c92-ab10-e5f2c07d6cfb,3.7184519449869793,99.87013036517432,0.6391123533248901,0.7701737880706787,6.4431173996126745e-06,2017,Menor,Falso,Falso,12
t_e1e0b0ae-7959-45b5-ae96-b4b90ccebed6,2.9252962748209637,99.84863768528712,0.6430215835571289,0.65665602684021,5.293406823980716e-10,2016,Menor,Falso,Falso,18
t_0fc82d36-604c-46cd-a33d-6b8e5e40ba5f,3.548008982340495,97.35487402849684,0.9152560234069824,0.5091574788093566,8.014563838976143e-12,2015,Maior,Falso,Falso,23
t_b6dd78ec-907d-4897-85de-707358b92d03,3.03347396850586,99.78738925733036,0.5462857484817504,0.731383740901947,5.099824420540244e-07,2016,Menor,Falso,Verdadeiro,17
t_8120c423-5aed-4c41-994c-81e751b39be3,3.58000005086263,99.99111374269422,0.523301899433136,0.7252523899078369,6.959922757232562e-06,2016,Maior,Verdadeiro,Falso,15
t_e34965b4-7c8e-492e-87d9-5cb53e1e151c,2.6802220662434895,98.04376725391504,0.4331215620040893,0.955945611000061,3.6082272458770603e-07,1998,Maior,Verdadeiro,Falso,22
t_289f2417-3583-44b9-aaf0-47fde2221adf,3.6540000915527346,99.94965472829227,0.8870148658752441,0.7580413222312927,0.0005206961650401,1999,Maior,Falso,Falso,17
t_b323caa4-cb02-47fe-a701-062d87685f39,4.133024088541666,96.13025609453705,0.599417507648468,0.5835963487625122,5.940459235631578e-10,2015,Menor,Verdadeiro,Falso,16
t_57f17479-ecc1-4b39-b5de-7aec715825c9,2.8833333333333333,93.51888825056164,0.84784996509552,0.3974214196205139,0.4661691784858703,1966,Maior,Falso,Falso,16
t_bdd5d4b6-88ca-497c-a24a-11deb75c269c,3.4213333129882812,99.9917731753631,0.3526751697063446,0.686483323574066,4.341455337453226e-07,2015,Menor,Verdadeiro,Verdadeiro,8
t_9b90bdfb-d0ca-43e5-9b2e-92876509398e,4.99977773030599,99.89697570828578,0.4710453748703002,0.5085446238517761,0.93558931350708,2012,Menor,Verdadeiro,Falso,12
t_4b07c072-4f79-4d87-9fa6-3b3933f3a135,4.2790695190429675,99.9473515390684,0.7054744958877563,0.7917797565460205,1.756429113264346e-09,2017,Menor,Falso,Verdadeiro,0
t_7996d2eb-edc0-4b8f-8ad0-a676f90d7e09,3.031617482503255,99.9295951081805,0.3269592225551605,0.3510228991508483,5.9263079492666284e-06,2015,Menor,Verdadeiro,Falso,11
t_b2381f70-2a46-4462-ba78-71d8d41e47c1,4.3,97.32992817314616,0.5386568903923034,0.7700563073158264,1.0415518225670441e-08,2012,Menor,Verdadeiro,Falso,18
t_0000dc06-0c00-4a09-9dc6-3bdad9c6f0e8,6.383751424153647,99.905633576716,0.5999888777732849,0.247699573636055,9.03805741359065e-09,2017,Menor,Falso,Falso,23
t_59f74b49-31b6-42ac-822d-e2eaec2d0522,3.513777923583984,99.95357111499624,0.679916262626648,0.6013025045394897,6.020450626920137e-08,2017,Maior,Verdadeiro,Falso,17
t_5cfd0af8-d811-44dc-8c70-59705d337131,3.1508026123046875,99.79049341599102,0.8791301250457763,0.6264828443527221,3.746509378288465e-07,2017,Maior,Verdadeiro,Falso,9
t_d90a7994-4369-4c76-a2e8-61c7b398b847,3.6033332824707025,99.46568583402076,0.4513562321662902,0.812019407749176,2.5612422405174584e-08,2001,Maior,Verdadeiro,Falso,12
t_0f0f4112-1d3b-4f51-93f8-077500b0300c,4.928442891438801,99.92485040970952,0.4884416162967681,0.5381655097007751,0.0001834933646023,2017,Maior,Verdadeiro,Falso,5
t_66b5e640-4f8f-4d97-a96d-1cdc0b28e6b8,4.1328887939453125,98.94035121094436,0.5869614481925964,0.8464617729187011,3.1225158092854093e-13,2014,Menor,Falso,Verdadeiro,19
t_99288592-007b-4b64-b862-d5f4b42be1b8,4.534883626302084,93.30781189512632,0.6352014541625975,0.5230549573898315,1.8987396377401206e-10,2011,Maior,Verdadeiro,Falso,23
t_2e58f2f5-4bd4-4b2a-9e3f-1f95744f5a12,2.9671112060546876,98.8518955560945,0.6137614250183105,0.6861156821250916,5.975351996312384e-06,1991,Maior,Falso,Verdadeiro,20
t_3ce5df1d-82b4-4978-87dd-55fd9452aeec,3.1855555216471343,99.79415085474456,0.5721415281295776,0.5613024234771729,2.1072080926387567e-05,2018,Maior,Verdadeiro,Falso,15
t_74766a96-f155-4b9a-aa26-bad786c215b1,6.395111083984375,99.80994507134956,0.6482208967208862,0.438873142004013,8.420607855441632e-08,2005,Maior,Verdadeiro,Falso,0
t_563ae90c-beb4-47a1-a13a-18b183068f1b,4.975333150227865,99.70646400188424,0.5375103950500488,0.5927329063415527,1.5567055697829346e-06,2016,Maior,Falso,Falso,14
t_8e3ae8cb-d8f8-40ab-9619-4270a2463499,4.0892275492350265,99.89386672450804,0.5531531572341918,0.8460489511489868,1.1441031455561301e-09,2014,Maior,Falso,Verdadeiro,16
t_27d525e7-be07-40e8-a15a-d251993956e1,3.334222157796224,99.9367861410156,0.367899090051651,0.3838734328746795,1.5101846884135742e-08,2018,Maior,Verdadeiro,Falso,17
t_054a89d3-ab4d-4aa4-a9d7-2b04a1c788c9,3.4922220865885416,98.24239480726044,0.805700659751892,0.68554550409317,0.0273513682186603,1997,Maior,Falso,Falso,22
t_5481f1d1-cafd-4271-81cb-f5057af4c08a,4.651283264160156,99.94150832227348,0.5265568494796752,0.9501755833625792,7.667494195118252e-09,2013,Menor,Verdadeiro,Falso,9
t_9f5b92d2-e27d-40d2-99bd-f97730c0c700,2.4675554911295574,99.8857492691918,0.8910884857177734,0.6071884632110595,2.325850623208225e-09,2008,Menor,Verdadeiro,Verdadeiro,11
t_50ccfb76-20c8-4dd7-ba3a-a2392ade2115,3.024444580078125,99.34836793711624,0.5533235669136047,0.5499429702758789,4.317289494792931e-06,1989,Maior,Falso,Falso,17
t_b159b6f9-26cc-43fc-b2f1-62817dcdd850,2.8144444783528644,99.95020961675752,0.4312050938606262,0.3787673711776733,1.743833490763791e-05,1962,Menor,Falso,Falso,12
t_2579ace3-1652-4902-aa40-0a0ccb0cdb00,2.3974927266438804,98.55772425089536,0.4355508983135223,0.4036741554737091,5.210474718353452e-09,2016,Maior,Verdadeiro,Falso,21
t_6b2c4788-41d8-4ab8-818e-e0d6a8738ce3,4.9635487874348945,97.73643142092445,0.3470312058925628,0.7800906896591187,2.954047867865378e-13,2013,Menor,Falso,Falso,14
t_65a9e86c-5f0f-45f0-b6cc-a0c56c999260,3.198666636149088,99.70651546979984,0.7493188977241516,0.7090805172920227,3.100350295426324e-05,2013,Maior,Verdadeiro,Falso,16
t_a0456469-17ea-4936-8740-66f0d9659dfb,4.412222290039062,99.9251785176716,0.6104752421379089,0.787585437297821,1.0621353112583165e-06,2015,Maior,Falso,Verdadeiro,11
t_9c734928-ebb3-46d1-a2cb-547847f597a7,3.816078694661458,98.33520110935233,0.4742374420166015,0.9938788414001464,0.075306087732315,2017,Menor,Falso,Verdadeiro,8
t_9095e893-5288-416c-9d28-dd1f1159f2cf,3.5768887837727865,97.61237444381882,0.3826047480106353,0.8724507093429565,0.097330205142498,2015,Menor,Falso,Verdadeiro,18
t_88959561-bac3-43ab-aec0-5a367e79f717,19.886222330729165,96.34565414651182,0.5099220275878906,0.45487841963768,0.630841553211212,2002,Maior,Falso,Falso,14
t_90b93aec-343d-4a82-9fa8-255a1bc4d132,5.3526667277018225,99.1554967484581,0.3641387820243835,0.4968681931495666,0.0001949012075783,1973,Menor,Falso,Verdadeiro,22
t_d9aee93a-9409-430e-84b2-5d77ac832672,3.357140604654948,99.91094924737584,0.8569515943527221,0.491051435470581,1.4042316820450656e-07,2013,Maior,Falso,Verdadeiro,16
t_cafbeeb2-69b0-4c0e-b6b1-ab1939094a67,3.398360443115235,99.92142940169336,0.7165191173553466,0.3631862998008728,0.0001165790818049,2018,Menor,Falso,Verdadeiro,9
t_ee1841f9-060f-4002-acd9-7f6ceb38de5b,3.466666666666667,99.9981809308574,0.6089431643486022,0.3702647686004638,0.0859755054116249,2017,Maior,Falso,Falso,20
t_1e5d6967-2228-4f67-a5e9-e84b8d91561e,2.158043924967448,99.89924833843472,0.9121828079223632,0.6051889657974243,1.4300307157100178e-05,2018,Maior,Verdadeiro,Falso,1
t_aba277f1-2847-48b0-993e-0f72f1eaad9e,3.6437754313151043,99.16529012777664,0.6700948476791381,0.7065641283988952,2.1951224837835077e-08,2017,Menor,Verdadeiro,Falso,11
t_53e9e43a-a978-41fc-87a3-34ab2fdb9725,3.5079727172851554,99.9665651553172,0.6214565634727478,0.8725165724754333,1.576466512887009e-09,2017,Menor,Falso,Verdadeiro,20
t_e0102ea0-2af3-46e0-b71f-421c1258f3c7,3.9599100748697915,99.92291232101208,0.7619056105613708,0.957589328289032,9.037878953677136e-06,2018,Menor,Verdadeiro,Falso,17
t_45c382f5-8e84-49d2-b91b-158229897a16,5.0797780354817705,99.9953485871261,0.4770411252975463,0.4707798659801483,1.759137262524746e-06,1984,Maior,Verdadeiro,Falso,13
t_a9ca2f34-2897-4fbd-b162-62ea95e95134,2.464666748046875,99.83923835719752,0.4889459013938903,0.4989248812198638,0.0002358693600399,1956,Maior,Falso,Verdadeiro,16
t_d81c7cf9-f7f3-47ac-a6db-eaac06488a6c,3.66000010172526,99.9980940787498,0.739819824695587,0.7400820851325988,1.768783022271237e-07,2018,Menor,Falso,Falso,15
t_c2f7e645-f4ba-4f2d-b739-68bdfb268f6f,3.0508888244628904,97.7192813464174,0.5915164947509765,0.3573400676250457,7.027532774372958e-06,2017,Maior,Verdadeiro,Falso,13
t_07a8285b-0339-4b69-b7a9-89b2b42d80f5,3.525423431396484,99.2407710427739,0.5681013464927673,0.6560161709785461,0.0004220385453663,2017,Menor,Verdadeiro,Falso,17
t_8a1e5c75-d98d-4ab4-8f87-2add7f3364c1,1.7588888804117842,99.95945936621732,0.3931462466716766,0.6728177070617675,0.0002377676573814,2017,Maior,Verdadeiro,Falso,13
t_4016956e-79e0-4db5-9d88-f6b9892a0384,2.154444376627604,99.98138791501496,0.4555191695690155,0.2683008909225463,0.0692556202411651,2014,Menor,Verdadeiro,Falso,12
t_40c5bc4b-fe2b-436e-b437-f5cb3093cf00,7.923777770996094,99.32631071852958,0.399304062128067,0.7679378390312194,0.5536555647850036,2017,Menor,Falso,Verdadeiro,5
t_a42413ae-cd20-4dd7-af80-65a22f9a8827,4.482888793945312,99.98605219486775,0.6079348921775817,0.6391196846961975,5.942364077782258e-05,2001,Maior,Falso,Verdadeiro,12
t_a794e1db-4d1c-4a13-83a5-5c045e46a674,3.8866622924804677,99.94868970487444,0.7749290466308593,0.4514179825782775,6.311159268079791e-06,2008,Maior,Verdadeiro,Falso,14
t_a8bb092b-97ea-47ea-8580-84ca52ef4870,3.9418601989746094,99.96386469811968,0.5944807529449462,0.7483145594596862,1.9440603793441372e-08,2016,Maior,Verdadeiro,Falso,13
t_f8f8cbc7-c26c-4f16-82c3-dd762a2f6ad9,4.478924560546875,99.7822875001948,0.3586747944355011,0.379391461610794,0.0020466106943786,2014,Maior,Verdadeiro,Falso,7
t_ecc470d8-1237-4552-9f24-ed1fba6f3747,3.1699999491373694,99.84133889150364,0.8601533770561218,0.5381351709365844,9.867368788718522e-08,1994,Maior,Falso,Falso,21
